Iteration	start_1	end_1	start_2	end_2	start_3	end_3	start_4	end_4	start_5	end_5	start_6	end_6	start_7	end_7	start_8	end_8	start_9	end_9	start_10	end_10	start_11	end_11	start_12	end_12	start_13	end_13	start_14	end_14	start_15	end_15
0	1	8	1	7	1	6	5	5	4	4	3	3	2	2	1	1	1	9	4	18	1	14	1	1	1	1	1	1	1	1
10	6	8	3	7	2	6	4	5	4	4	18	3	1	2	3	1	1	10	4	4	1	18	2	21	9	2	1	9	1	1
20	5	8	5	7	1	6	3	5	3	4	2	3	3	2	3	1	1	3	2	3	2	2	1	5	2	1	1	2	1	1
30	10	8	3	7	2	6	5	5	5	4	17	3	2	2	2	1	1	2	3	5	1	17	2	10	1	2	1	1	1	1
40	3	8	21	7	1	6	7	5	27	4	3	3	4	2	4	1	1	4	3	27	2	3	1	21	2	1	1	2	1	1
50	4	8	1	7	2	6	4	5	4	4	2	3	1	2	9	1	1	9	2	4	2	2	2	12	2	2	1	2	1	1
60	1	8	4	7	1	6	5	5	4	4	3	3	4	2	1	1	1	12	1	18	1	10	3	12	1	10	1	1	1	1
70	5	8	5	7	1	6	7	5	4	4	1	3	2	2	2	1	1	2	1	27	1	1	2	5	1	9	1	1	1	1
80	6	8	6	7	1	6	4	5	4	4	2	3	3	2	1	1	1	10	2	4	2	2	1	6	2	1	1	2	1	1
90	4	8	4	7	1	6	4	5	4	4	5	3	1	2	1	1	1	1	5	4	1	5	1	4	1	1	1	1	1	1
100	3	8	17	7	1	6	4	5	4	4	2	3	10	2	3	1	1	10	2	4	1	2	1	17	1	1	1	1	1	1
110	1	8	1	7	3	6	4	5	4	4	2	3	3	2	3	1	1	3	2	4	2	2	3	1	2	3	1	2	1	1
120	5	8	5	7	3	6	4	5	4	4	1	3	4	2	4	1	1	4	1	4	1	1	10	5	1	10	1	1	1	1
130	10	8	1	7	3	6	5	5	5	4	2	3	1	2	10	1	1	10	2	5	1	2	3	10	1	3	1	1	1	1
140	6	8	19	7	2	6	2	5	2	4	4	3	1	2	1	1	1	1	4	2	1	4	2	19	1	2	1	1	1	1
150	2	8	16	7	1	6	4	5	4	4	5	3	14	2	4	1	1	14	5	4	2	5	1	16	2	1	1	2	1	1
