Iteration	Posterior	Likelihood	Prior	clado_type_probs[1]	clado_type_probs[2]	distance_scale	epoch_times[1]	epoch_times[2]	epoch_times[3]	epoch_times[4]	epoch_times[5]	epoch_times[6]	epoch_times[7]	epoch_times[8]	extirpation_rate	log10_rate_bg	p_allopatry	p_sympatry	rate_bg
0	-55.7016	-79.268	23.5664	0.290146	0.709854	0.01	0.962484	0.842375	0.541271	0.253942	0.162666	0.145907	0.098274	0	0.7242702	-2	0.7098543	0.2901457	0.01
10	-2.56126	-23.761	21.1997	0.00193364	0.998066	0.007255478	0.96713	0.858967	0.53985	0.252853	0.164747	0.144537	0.0977546	0	3.090956	1.021576	0.9980664	0.00193364	10.50936
20	-5.58161	-25.3669	19.7853	0.185539	0.814461	0.004267304	0.973947	0.866937	0.540603	0.249815	0.163837	0.143607	0.0979042	0	4.505436	0.1767563	0.8144607	0.1855393	1.502299
30	-3.23887	-21.1621	17.9233	0.0964762	0.903524	0.02473153	0.96808	0.866399	0.54192	0.253119	0.162772	0.148807	0.0964801	0	6.367414	1.362555	0.9035238	0.09647619	23.04385
40	-5.01652	-24.3405	19.324	0.0171918	0.982808	0.08909814	0.968973	0.833286	0.543509	0.254024	0.162783	0.144321	0.097536	0	4.966667	0.228272	0.9828082	0.0171918	1.6915
50	-2.68604	-21.7971	19.1111	0.996172	0.00382755	0.02953845	0.964828	0.862591	0.540022	0.24913	0.163925	0.144745	0.097023	0	5.179611	1.624351	0.003827547	0.9961725	42.10671
60	-2.48145	-23.6471	21.1657	0.356461	0.643539	0.3465963	0.955097	0.866401	0.546029	0.24536	0.162671	0.147777	0.0957893	0	3.125021	0.7372791	0.6435389	0.3564611	5.461087
70	-0.456015	-21.0722	20.6161	0.0714839	0.928516	1.80649	0.948987	0.838931	0.551247	0.24666	0.157495	0.147574	0.095695	0	3.674548	1.51127	0.9285161	0.07148392	32.45411
80	-2.34739	-25.4879	23.1406	0.745535	0.254465	5.495625	0.92979	0.832374	0.558266	0.246518	0.164005	0.148151	0.0978679	0	1.150137	0.9100979	0.2544646	0.7455354	8.130138
90	-2.91228	-18.9249	16.0126	0.753064	0.246936	5.646572	0.927897	0.840969	0.547898	0.251241	0.161327	0.145282	0.0995802	0	8.278092	1.944398	0.2469362	0.7530638	87.98285
