Iteration	Posterior	Likelihood	Prior	clado_type_probs[1]	clado_type_probs[2]	distance_scale	epoch_times[1]	epoch_times[2]	epoch_times[3]	epoch_times[4]	epoch_times[5]	epoch_times[6]	epoch_times[7]	epoch_times[8]	extirpation_rate	log10_rate_bg	p_allopatry	p_sympatry	rate_bg
0	-61.6334	-102.04	40.4065	0.173804	0.826196	0.01	0.0777432	0.0780604	0.0647303	0.0631789	0.0412905	0.0175973	0.000549946	0	0.9453818	-2	0.8261964	0.1738036	0.01
10	11.5632	-26.7035	38.2667	0.488838	0.511162	0.004400722	0.0785073	0.0792979	0.064926	0.0638655	0.0409258	0.0177098	0.000549128	0	3.085157	1.779873	0.5111616	0.4888384	60.2383
20	8.09248	-23.723	31.8155	0.374116	0.625884	0.02116019	0.0787091	0.0756222	0.0654346	0.063987	0.0398573	0.0173889	0.000550388	0	9.536395	1.633648	0.6258838	0.3741162	43.01774
30	12.9827	-24.2712	37.2539	0.31107	0.68893	1.772375	0.0790749	0.0773123	0.0655456	0.0626195	0.0404284	0.0174737	0.000554862	0	4.09799	1.904372	0.68893	0.31107	80.23656
40	12.3035	-24.2243	36.5278	0.23897	0.76103	4.381315	0.0786937	0.0785437	0.0653622	0.0616474	0.0405604	0.0173631	0.000551255	0	4.824084	1.877462	0.7610301	0.2389699	75.41569
50	12.7751	-26.4961	39.2712	0.441909	0.558091	4.6695	0.0782653	0.0766839	0.0645469	0.0628446	0.0400622	0.0173649	0.000545517	0	2.080733	1.853454	0.5580906	0.4419094	71.35987
60	13.7141	-25.0494	38.7636	0.325248	0.674752	3.562722	0.0805262	0.0784485	0.0629094	0.0634895	0.0405537	0.0173956	0.000552222	0	2.588338	1.959898	0.6747521	0.3252479	91.17976
70	11.3508	-27.1769	38.5278	0.957235	0.0427654	2.730196	0.0799919	0.0792772	0.0648857	0.0634287	0.0402294	0.0180883	0.000546616	0	2.824115	1.793306	0.04276542	0.9572346	62.13068
80	13.4328	-24.7057	38.1385	0.0572936	0.942706	6.231603	0.0793394	0.0786468	0.0638749	0.0641157	0.0409731	0.0181096	0.000545046	0	3.213378	1.998471	0.9427064	0.05729359	99.64866
90	13.6553	-25.2753	38.9305	0.039418	0.960582	3.503702	0.0793954	0.0768654	0.0630109	0.0639975	0.0394649	0.0173962	0.000546015	0	2.421356	1.842278	0.960582	0.03941802	69.54688
100	12.7206	-27.0324	39.753	0.0904463	0.909554	5.691809	0.0812675	0.0775864	0.0637532	0.0644714	0.0394936	0.0173734	0.000553404	0	1.598933	1.816736	0.9095537	0.09044634	65.57466
110	10.825	-28.3944	39.2194	0.303566	0.696434	6.662274	0.0815864	0.0756337	0.0635399	0.061958	0.0401299	0.0179869	0.000557845	0	2.132517	1.707094	0.6964337	0.3035663	50.94407
120	13.4158	-26.4014	39.8173	0.235022	0.764978	3.796112	0.0790758	0.0764441	0.0645609	0.0614502	0.0397083	0.0174591	0.000548428	0	1.534634	1.937054	0.7649784	0.2350216	86.50746
130	12.3847	-25.7207	38.1053	0.119139	0.880861	0.5344573	0.0785563	0.0762758	0.0660232	0.0636627	0.0404223	0.0173611	0.000546372	0	3.246551	1.737666	0.8808615	0.1191385	54.65957
140	12.338	-27.4055	39.7435	0.772808	0.227192	3.088993	0.079433	0.0758641	0.0646092	0.0643284	0.0402205	0.0180568	0.000554215	0	1.608422	1.965089	0.2271921	0.7728079	92.27603
150	11.8094	-25.3759	37.1853	0.301982	0.698018	2.197651	0.0779335	0.0760178	0.0660402	0.0638783	0.039704	0.0179172	0.000550015	0	4.166606	1.639762	0.6980185	0.3019815	43.62772
160	13.8902	-24.427	38.3172	0.102028	0.897972	2.972437	0.0778273	0.0784672	0.0653846	0.0644019	0.0407535	0.0175929	0.000559871	0	3.034734	1.92584	0.8979721	0.1020279	84.30251
170	11.3014	-25.5501	36.8515	0.521554	0.478446	5.988367	0.0805359	0.0777954	0.0638854	0.0634823	0.0400405	0.0178833	0.000556575	0	4.500397	1.867241	0.4784465	0.5215535	73.66166
180	11.5733	-25.9342	37.5076	0.171354	0.828646	4.015726	0.0782535	0.0759332	0.0634796	0.0643368	0.0398504	0.0177734	0.00054796	0	3.844332	1.602985	0.8286464	0.1713536	40.08532
190	13.2353	-27.1353	40.3706	0.0270521	0.972948	5.262265	0.0789269	0.0766326	0.0633982	0.0635997	0.0413626	0.0175919	0.000546564	0	0.9813124	1.969602	0.9729479	0.02705214	93.2399
200	10.8596	-24.9206	35.7802	0.670088	0.329912	0.8687276	0.0782708	0.0757045	0.062896	0.0644429	0.0411637	0.0176322	0.000533656	0	5.571702	1.753177	0.3299123	0.6700877	56.64705
210	12.1409	-24.0168	36.1577	0.00454387	0.995456	1.89442	0.0782836	0.0755957	0.063918	0.0645411	0.0407022	0.0176248	0.00053917	0	5.194179	1.72547	0.9954561	0.004543871	53.14594
220	12.6648	-25.3277	37.9924	0.580068	0.419932	2.41173	0.0793789	0.0757109	0.0628773	0.0623385	0.0411582	0.0174426	0.000546178	0	3.359452	1.870526	0.4199321	0.5800679	74.22082
230	13.3062	-25.7611	39.0672	0.212872	0.787128	1.481114	0.0791215	0.0771444	0.065743	0.0640722	0.041095	0.0176809	0.000533625	0	2.284681	1.968161	0.7871278	0.2128722	92.93112
240	12.5453	-25.2807	37.826	0.547192	0.452808	1.669248	0.0785659	0.0773663	0.0648623	0.0635341	0.0393813	0.0180816	0.000542894	0	3.525868	1.866831	0.4528078	0.5471922	73.59207
250	11.581	-26.6688	38.2498	0.101407	0.898593	2.331819	0.0778206	0.0766734	0.064244	0.0629088	0.0404142	0.0177828	0.000560316	0	3.102128	1.466168	0.8985928	0.1014072	29.25284
260	12.027	-24.87	36.897	0.225696	0.774304	3.326485	0.0810521	0.0759295	0.0638572	0.0613663	0.0402443	0.0176851	0.000534539	0	4.454854	1.724537	0.7743037	0.2256963	53.03191
270	13.1311	-25.4056	38.5367	0.173128	0.826872	4.385143	0.0802162	0.0777787	0.0658777	0.0616603	0.0413042	0.017674	0.00055076	0	2.815243	1.816172	0.8268718	0.1731282	65.4895
280	13.3702	-24.2796	37.6498	0.263973	0.736027	1.256853	0.0803975	0.0774633	0.0654371	0.0636322	0.0406362	0.0175509	0.000548963	0	3.702059	1.998353	0.7360274	0.2639726	99.62145
290	12.0804	-25.8497	37.9302	0.473819	0.526181	3.142509	0.0801601	0.0780795	0.0643914	0.0628948	0.0413373	0.017485	0.000538999	0	3.421718	1.723992	0.5261812	0.4738188	52.96536
300	12.3341	-26.3923	38.7264	0.275705	0.724295	4.902125	0.0776231	0.0770206	0.0648282	0.0643183	0.0404649	0.0175142	0.000546249	0	2.625455	1.743356	0.7242946	0.2757054	55.38038
310	12.5054	-25.2063	37.7117	0.346059	0.653941	3.496617	0.0781372	0.0770866	0.0657926	0.0644893	0.0409924	0.0173979	0.000546455	0	3.640165	1.778914	0.6539414	0.3460586	60.10541
320	12.4602	-24.2536	36.7138	0.555262	0.444738	1.955831	0.0789818	0.0788015	0.0634198	0.0620956	0.040586	0.0176867	0.000542429	0	4.63814	1.921229	0.444738	0.555262	83.4121
330	9.39449	-24.9783	34.3728	0.142144	0.857856	4.348172	0.079498	0.0793693	0.0633045	0.0638159	0.0409285	0.0173259	0.000548256	0	6.979086	1.618683	0.8578562	0.1421438	41.5607
340	13.6318	-24.7552	38.387	0.0188459	0.981154	1.24301	0.0795878	0.0764876	0.0631971	0.06338	0.0407422	0.0177914	0.000559437	0	2.964914	1.932661	0.9811541	0.01884592	85.63686
350	12.4102	-24.4146	36.8248	0.303344	0.696656	4.118327	0.0784834	0.0794809	0.0632802	0.0644398	0.040589	0.0178052	0.000550501	0	4.527079	1.861972	0.6966556	0.3033444	72.77336
360	11.7072	-28.171	39.8782	0.488497	0.511503	3.532526	0.0809137	0.0770914	0.0632473	0.0638497	0.04011	0.0179217	0.000542111	0	1.473738	1.740038	0.5115032	0.4884968	54.95887
