Iteration	start_1	end_1	start_2	end_2	start_3	end_3	start_4	end_4	start_5	end_5	start_6	end_6	start_7	end_7	start_8	end_8	start_9	end_9	start_10	end_10	start_11	end_11	start_12	end_12	start_13	end_13	start_14	end_14	start_15	end_15
0	1	8	1	7	6	6	5	5	4	4	3	3	2	2	1	1	1	9	3	14	1	23	1	10	1	1	1	1	1	1
10	4	8	4	7	6	6	5	5	4	4	2	3	10	2	1	1	1	10	1	13	9	23	1	9	1	4	1	1	1	1
20	2	8	1	7	6	6	5	5	1	4	1	3	1	2	1	1	1	1	1	1	2	23	2	9	2	9	1	2	1	1
30	13	8	2	7	6	6	5	5	4	4	4	3	2	2	2	1	1	2	2	4	2	23	1	2	1	13	1	1	1	1
40	2	8	2	7	6	6	5	5	3	4	3	3	2	2	1	1	1	9	2	3	2	23	1	2	1	2	1	1	1	1
50	3	8	4	7	6	6	5	5	13	4	4	3	4	2	2	1	1	13	1	13	1	23	1	1	1	14	1	1	1	1
60	10	8	3	7	6	6	5	5	2	4	2	3	2	2	2	1	1	2	2	2	2	23	1	2	1	10	1	1	1	1
70	2	8	2	7	6	6	5	5	2	4	2	3	5	2	5	1	1	5	1	2	1	23	1	1	2	2	1	9	1	1
80	3	8	1	7	6	6	5	5	4	4	4	3	2	2	1	1	1	9	1	4	1	23	1	1	1	10	1	1	1	1
90	2	8	1	7	6	6	5	5	2	4	2	3	1	2	1	1	1	1	1	2	1	23	2	1	2	9	1	2	1	1
100	1	8	1	7	6	6	5	5	2	4	2	3	1	2	1	1	1	1	9	2	2	23	1	9	1	1	1	1	1	1
110	1	8	1	7	6	6	5	5	1	4	1	3	2	2	9	1	1	9	1	1	1	23	1	1	1	1	1	1	1	1
120	1	8	1	7	6	6	5	5	4	4	4	3	1	2	1	1	1	1	2	4	2	23	2	2	2	1	1	2	1	1
130	2	8	2	7	6	6	5	5	2	4	2	3	1	2	1	1	1	1	2	2	2	23	1	2	1	2	1	1	1	1
140	4	8	4	7	6	6	5	5	3	4	3	3	2	2	2	1	1	2	9	3	1	23	2	9	2	4	1	2	1	1
150	2	8	2	7	6	6	5	5	2	4	2	3	1	2	1	1	1	1	2	2	9	23	2	9	2	2	1	2	1	1
160	4	8	4	7	6	6	5	5	4	4	4	3	2	2	2	1	1	2	2	4	1	23	1	9	2	4	1	9	1	1
170	2	8	2	7	6	6	5	5	1	4	1	3	2	2	2	1	1	2	2	1	2	23	2	2	2	2	1	2	1	1
180	1	8	1	7	6	6	5	5	2	4	2	3	2	2	2	1	1	2	9	2	2	23	1	9	1	1	1	1	1	1
190	16	8	2	7	6	6	5	5	4	4	4	3	1	2	1	1	1	1	3	4	3	23	2	3	2	16	1	2	1	1
200	4	8	4	7	6	6	5	5	2	4	2	3	2	2	2	1	1	2	1	2	1	23	2	1	2	4	1	2	1	1
210	2	8	2	7	6	6	5	5	2	4	1	3	9	2	2	1	1	9	1	9	1	23	1	1	1	2	1	1	1	1
220	2	8	2	7	6	6	5	5	2	4	3	3	5	2	6	1	1	23	1	11	1	23	1	1	1	2	1	1	1	1
230	16	8	5	7	6	6	5	5	2	4	2	3	1	2	9	1	1	9	2	2	2	23	2	2	2	16	1	2	1	1
240	5	8	5	7	6	6	5	5	1	4	1	3	1	2	1	1	1	1	2	1	2	23	1	2	1	5	1	1	1	1
250	5	8	5	7	6	6	5	5	3	4	3	3	2	2	2	1	1	2	2	3	2	23	2	2	2	5	1	2	1	1
260	3	8	3	7	6	6	5	5	2	4	2	3	3	2	3	1	1	3	1	2	3	23	1	10	1	3	1	1	1	1
270	3	8	3	7	6	6	5	5	1	4	10	3	2	2	9	1	1	9	1	10	1	23	2	1	2	3	1	2	1	1
280	3	8	2	7	6	6	5	5	1	4	2	3	1	2	1	1	1	1	1	9	1	23	1	1	1	11	1	1	1	1
290	1	8	1	7	6	6	5	5	1	4	1	3	2	2	2	1	1	2	1	1	1	23	2	1	2	1	1	2	1	1
300	4	8	14	7	6	6	5	5	4	4	4	3	1	2	1	1	1	1	3	4	3	23	2	3	2	14	1	2	1	1
310	2	8	2	7	6	6	5	5	2	4	2	3	1	2	1	1	1	1	2	2	2	23	2	2	2	2	1	2	1	1
320	2	8	2	7	6	6	5	5	2	4	2	3	2	2	2	1	1	2	2	2	2	23	1	2	1	2	1	1	1	1
330	1	8	3	7	6	6	5	5	3	4	3	3	2	2	1	1	1	9	1	3	1	23	1	1	1	10	1	1	1	1
340	4	8	4	7	6	6	5	5	3	4	3	3	2	2	2	1	1	2	1	3	2	23	2	9	2	4	1	2	1	1
350	1	8	1	7	6	6	5	5	1	4	1	3	2	2	2	1	1	2	1	1	2	23	1	9	1	1	1	1	1	1
360	2	8	1	7	6	6	5	5	2	4	2	3	1	2	1	1	1	1	2	2	2	23	1	2	1	9	1	1	1	1
370	5	8	3	7	6	6	5	5	2	4	3	3	2	2	1	1	1	9	9	11	2	23	1	9	1	17	1	1	1	1
380	2	8	2	7	6	6	5	5	3	4	3	3	2	2	1	1	1	9	3	3	1	23	1	10	1	2	1	1	1	1
390	1	8	1	7	6	6	5	5	2	4	2	3	4	2	4	1	1	4	3	2	3	23	1	3	1	1	1	1	1	1
400	1	8	3	7	6	6	5	5	4	4	1	3	2	2	2	1	1	2	1	12	1	23	1	1	1	10	1	1	1	1
410	1	8	1	7	6	6	5	5	2	4	2	3	3	2	3	1	1	3	1	2	1	23	1	1	1	1	1	1	1	1
