Iteration	Posterior	Likelihood	Prior	clado_type_probs[1]	clado_type_probs[2]	distance_scale	epoch_times[1]	epoch_times[2]	epoch_times[3]	epoch_times[4]	epoch_times[5]	epoch_times[6]	epoch_times[7]	epoch_times[8]	extirpation_rate	log10_rate_bg	p_allopatry	p_sympatry	rate_bg
0	-77.9961	-109.199	31.2028	0.163762	0.836238	0.01	0.704971	0.612341	0.301999	0.188129	0.169821	0.0594505	0.00100626	0	0.00393279	-2	0.8362379	0.1637621	0.01
10	0.49693	-25.1919	25.6888	0.870803	0.129197	0.001028368	0.706048	0.614152	0.300729	0.192792	0.168737	0.0598844	0.0010174	0	5.517956	1.545174	0.1291974	0.8708026	35.08921
20	2.73113	-25.1783	27.9095	0.0332327	0.966767	0.001656491	0.706704	0.620101	0.303703	0.190984	0.166498	0.0596678	0.00101822	0	3.297287	1.672445	0.9667673	0.03323268	47.03757
30	2.15149	-26.9168	29.0683	0.208755	0.791245	0.01083234	0.714397	0.623889	0.295127	0.192919	0.168726	0.0609737	0.00101673	0	2.138423	1.748671	0.7912452	0.2087548	56.06226
40	3.05138	-23.4348	26.4862	0.0849165	0.915084	0.05364707	0.708398	0.622452	0.297164	0.194555	0.166052	0.0616942	0.00099638	0	4.720556	1.923842	0.9150835	0.08491647	83.91547
50	1.57379	-27.3661	28.9399	0.465637	0.534363	0.09264664	0.728895	0.6208	0.293658	0.189432	0.169396	0.0602931	0.000983883	0	2.266873	1.655299	0.5343634	0.4656366	45.21673
60	3.50318	-23.1713	26.6745	0.381223	0.618777	1.59214	0.710264	0.61602	0.299004	0.188665	0.168042	0.0591699	0.000992714	0	4.532286	1.926006	0.6187768	0.3812232	84.33457
70	-0.156983	-25.489	25.332	0.748181	0.251819	5.203421	0.726836	0.611661	0.29615	0.192071	0.167338	0.0606709	0.00100325	0	5.874733	1.642424	0.251819	0.748181	43.89592
80	3.3471	-25.1636	28.5107	0.525802	0.474198	5.212111	0.723417	0.634819	0.296657	0.191366	0.16922	0.0619152	0.000982062	0	2.696065	1.944514	0.4741981	0.5258019	88.00627
90	-0.297537	-21.4914	21.1939	0.345577	0.654423	1.559453	0.712033	0.618082	0.299059	0.195588	0.169256	0.06114	0.00100948	0	10.01283	1.860047	0.6544233	0.3455767	72.4515
100	1.38482	-24.121	25.5059	0.236612	0.763388	5.44757	0.711182	0.620016	0.303582	0.191366	0.16865	0.0610347	0.000989598	0	5.70087	1.816487	0.7633875	0.2366125	65.53713
110	-2.2231	-28.7284	26.5053	0.160016	0.839984	8.796894	0.703736	0.612052	0.300573	0.190018	0.16705	0.0616128	0.000984833	0	4.701476	1.691389	0.8399841	0.1600159	49.1348
120	1.66011	-23.0905	24.7506	0.384599	0.615401	3.349437	0.706783	0.615035	0.297946	0.188479	0.168019	0.0618505	0.000987258	0	6.456173	1.798163	0.6154009	0.3845991	62.82938
130	0.721516	-22.9809	23.7025	0.906285	0.093715	1.998065	0.725704	0.625538	0.30065	0.18901	0.167387	0.0608535	0.000997721	0	7.504277	1.769524	0.09371499	0.906285	58.81982
140	2.10652	-24.2251	26.3316	0.256678	0.743322	2.015512	0.704249	0.634054	0.298613	0.190228	0.162979	0.0610501	0.000995931	0	4.875093	1.578627	0.7433222	0.2566778	37.8989
150	1.9237	-25.2948	27.2185	0.48616	0.51384	0.2046809	0.693454	0.632684	0.297019	0.187583	0.163251	0.0597671	0.00100705	0	3.988212	1.619391	0.5138402	0.4861598	41.62857
160	1.07767	-26.6647	27.7424	0.816844	0.183156	0.07250455	0.710211	0.620695	0.301136	0.186782	0.162544	0.0590408	0.000987301	0	3.464338	1.579315	0.183156	0.816844	37.95905
170	1.6401	-23.496	25.1361	0.634611	0.365389	0.1192961	0.72739	0.615705	0.299118	0.192551	0.165047	0.0614512	0.000999916	0	6.0706	1.787963	0.365389	0.634611	61.37093
180	2.84123	-25.0514	27.8926	0.812184	0.187816	0.3066902	0.723892	0.610675	0.303657	0.193637	0.163904	0.0603515	0.00101336	0	3.314158	1.958661	0.1878164	0.8121836	90.92034
190	3.28067	-25.3479	28.6285	0.43155	0.56845	3.915567	0.726923	0.628871	0.300735	0.194265	0.164925	0.0592266	0.00101328	0	2.578219	1.799431	0.5684501	0.4315499	63.01314
200	3.12032	-23.2151	26.3354	0.669123	0.330877	1.411517	0.720629	0.618934	0.298168	0.193511	0.162947	0.0610332	0.00101455	0	4.871315	1.922756	0.3308772	0.6691228	83.70598
210	3.14813	-26.9175	30.0656	0.0358625	0.964138	3.754026	0.722404	0.629324	0.297032	0.195193	0.164805	0.0615163	0.00101682	0	1.14115	1.86005	0.9641375	0.03586247	72.45197
220	1.23452	-22.5245	23.7591	0.354719	0.645281	4.129406	0.722058	0.633418	0.291105	0.191537	0.169066	0.0606865	0.001017	0	7.447679	1.907273	0.6452806	0.3547194	80.77428
230	2.18058	-25.1385	27.3191	0.639954	0.360046	2.722666	0.707082	0.63117	0.291438	0.194917	0.166594	0.0594582	0.00100564	0	3.887634	1.64528	0.3600463	0.6399537	44.18557
240	-0.369111	-25.274	24.9049	0.0487851	0.951215	4.093633	0.71107	0.628051	0.303073	0.188238	0.169956	0.06152	0.000992858	0	6.301865	1.347591	0.9512149	0.04878513	22.26339
250	2.37906	-24.4333	26.8124	0.563946	0.436054	0.8799544	0.695324	0.624331	0.303899	0.193016	0.165886	0.0613698	0.000996483	0	4.394375	1.723232	0.4360545	0.5639455	52.87281
260	3.51701	-24.6231	28.1401	0.835555	0.164445	1.651273	0.723879	0.622216	0.301731	0.1941	0.16857	0.0596228	0.000979523	0	3.066657	1.978932	0.1644445	0.8355555	95.26463
270	2.75472	-22.1712	24.9259	0.00406511	0.995935	2.319034	0.714358	0.625074	0.302564	0.195826	0.167969	0.0591025	0.000974727	0	6.280841	1.888931	0.9959349	0.00406511	77.43394
280	2.59252	-24.341	26.9335	0.3424	0.6576	6.261489	0.715573	0.609324	0.297813	0.191667	0.169418	0.0602822	0.000990732	0	4.273262	1.997792	0.6576003	0.3423997	99.49299
290	2.45164	-26.635	29.0867	0.68242	0.31758	3.134917	0.721211	0.608432	0.300532	0.188116	0.169028	0.0590217	0.0010116	0	2.120081	1.726657	0.3175795	0.6824205	53.29142
300	3.41638	-25.3604	28.7768	0.806361	0.193639	2.163968	0.706249	0.604496	0.29707	0.186194	0.167157	0.0592574	0.000995826	0	2.429921	1.959511	0.193639	0.806361	91.09836
310	3.9146	-24.6924	28.607	0.355666	0.644334	4.961942	0.706934	0.612951	0.296054	0.187944	0.16747	0.0597109	0.000999922	0	2.599717	1.9831	0.6443344	0.3556656	96.18347
320	2.9358	-22.7476	25.6834	0.504846	0.495154	3.918669	0.721193	0.622212	0.292422	0.189736	0.165863	0.0600719	0.000994571	0	5.523322	1.986656	0.4951536	0.5048464	96.97417
330	3.72874	-24.7202	28.4489	0.0672687	0.932731	1.189974	0.727746	0.61051	0.290899	0.188925	0.169308	0.0596632	0.00100693	0	2.757812	1.827367	0.9327313	0.06726865	67.19964
340	2.31267	-22.4543	24.767	0.489849	0.510151	0.9229951	0.718011	0.608512	0.292841	0.190211	0.168283	0.0604212	0.0010174	0	6.439753	1.909432	0.5101509	0.4898491	81.17677
350	2.57414	-23.0414	25.6155	0.115883	0.884117	2.376333	0.725582	0.611427	0.293714	0.193942	0.165545	0.0604339	0.00101536	0	5.59121	1.743559	0.8841172	0.1158828	55.40628
360	0.761734	-29.1724	29.9341	0.333638	0.666362	0.8375093	0.72511	0.630253	0.290432	0.188849	0.165287	0.0607346	0.000972308	0	1.272625	1.611	0.6663616	0.3336384	40.83195
370	3.33878	-22.0989	25.4376	0.142036	0.857964	1.608262	0.705319	0.633568	0.293931	0.186533	0.164273	0.0607332	0.000996617	0	5.769103	1.991018	0.8579636	0.1420364	97.95303
380	2.52035	-22.4858	25.0061	0.661164	0.338836	2.774528	0.699709	0.63338	0.295703	0.188996	0.165917	0.0593778	0.000971104	0	6.200635	1.954586	0.3388363	0.6611637	90.07112
390	2.36958	-27.5986	29.9682	0.760114	0.239886	4.339213	0.705134	0.617255	0.302645	0.193392	0.167259	0.0596732	0.00100786	0	1.238537	1.960141	0.2398859	0.7601141	91.23062
