Iteration	Posterior	Likelihood	Prior	clado_type_probs[1]	clado_type_probs[2]	distance_scale	epoch_times[1]	epoch_times[2]	epoch_times[3]	epoch_times[4]	epoch_times[5]	epoch_times[6]	epoch_times[7]	epoch_times[8]	extirpation_rate	log10_rate_bg	p_allopatry	p_sympatry	rate_bg
0	-67.2027	-102.581	35.3783	0.619301	0.380699	0.01	0.27293	0.264067	0.235819	0.0977928	0.0398563	0.0112994	0.00403339	0	0.2173115	-2	0.3806991	0.6193009	0.01
10	7.37395	-22.018	29.3919	0.0371885	0.962811	0.02575112	0.281031	0.262555	0.23088	0.0978341	0.0385627	0.0112901	0.00412235	0	6.203706	1.629027	0.9628115	0.03718853	42.56251
20	8.54694	-24.4983	33.0452	0.286448	0.713552	0.3311671	0.276067	0.261603	0.229702	0.0991991	0.0384955	0.0111892	0.00413424	0	2.550399	1.970102	0.7135517	0.2864483	93.34742
30	7.90079	-21.3451	29.2459	0.502306	0.497694	0.1604792	0.276883	0.263327	0.229979	0.0989394	0.0402702	0.0113582	0.00414006	0	6.349754	1.873372	0.4976937	0.5023063	74.70877
40	7.52096	-21.5857	29.1066	0.148687	0.851313	1.147407	0.280979	0.263068	0.226119	0.0986019	0.040392	0.0115771	0.0041239	0	6.488968	1.531342	0.8513128	0.1486872	33.98929
50	9.01495	-23.5458	32.5608	0.662742	0.337258	0.5461232	0.282244	0.26393	0.224952	0.0984399	0.040296	0.0114277	0.00413093	0	3.034837	1.941999	0.3372582	0.6627418	87.49815
60	7.45645	-19.4805	26.9369	0.346914	0.653086	2.065184	0.277107	0.263837	0.228416	0.0984934	0.0396558	0.0113077	0.0040561	0	8.658686	1.872029	0.6530863	0.3469137	74.4781
70	10.7016	-22.7785	33.4802	0.825712	0.174288	3.262989	0.280558	0.265189	0.230924	0.0985605	0.0403838	0.0112389	0.0041456	0	2.115459	1.938142	0.1742875	0.8257125	86.72456
80	8.41259	-24.8557	33.2683	0.353937	0.646063	6.398429	0.270322	0.269899	0.234734	0.0993362	0.0392255	0.0114065	0.00406788	0	2.327322	1.731403	0.6460627	0.3539373	53.87691
90	10.1867	-22.6845	32.8712	0.0115496	0.98845	5.9403	0.279511	0.260594	0.23529	0.100128	0.0398902	0.0113571	0.00400233	0	2.724445	1.882946	0.9884504	0.01154956	76.37415
100	10.7875	-21.8585	32.646	0.999845	0.000154713	5.111929	0.279684	0.270374	0.234663	0.101004	0.0403164	0.0112257	0.00399736	0	2.949571	1.946134	0.0001547132	0.9998453	88.33521
110	9.69458	-23.4394	33.134	0.0312801	0.96872	3.473197	0.277546	0.267487	0.233358	0.101971	0.0395263	0.0112113	0.00401869	0	2.461636	1.616094	0.9687199	0.03128009	41.31372
120	9.19397	-19.8805	29.0745	0.0159924	0.984008	3.077023	0.269629	0.263218	0.233816	0.101558	0.0403446	0.0110272	0.00408367	0	6.521128	1.8536	0.9840076	0.01599235	71.38393
130	9.52992	-19.8697	29.3996	0.740494	0.259506	4.623773	0.276151	0.269481	0.231517	0.101391	0.0388332	0.0115266	0.00400707	0	6.195969	1.952031	0.259506	0.740494	89.54286
140	10.5706	-21.9648	32.5355	0.739721	0.260279	5.634686	0.27455	0.263206	0.224943	0.0997017	0.0390571	0.0115933	0.00405994	0	3.060148	1.949633	0.260279	0.739721	89.04981
150	8.44457	-24.3492	32.7938	0.232813	0.767187	4.998587	0.271438	0.261517	0.226691	0.0995783	0.0386119	0.0112403	0.00400104	0	2.801817	1.571868	0.7671867	0.2328133	37.31364
160	7.93006	-23.108	31.0381	0.545	0.455	5.139235	0.268639	0.264381	0.227591	0.10156	0.0392284	0.0111248	0.00405128	0	4.557516	1.615392	0.4550004	0.5449996	41.24694
170	9.88434	-22.3053	32.1897	0.678477	0.321523	3.804038	0.270893	0.265855	0.229235	0.101328	0.0401739	0.0112797	0.00403086	0	3.405923	1.728854	0.3215231	0.6784769	53.56162
180	10.4431	-20.9765	31.4195	0.54422	0.45578	4.484425	0.273024	0.267845	0.231291	0.101786	0.0401478	0.0110955	0.00405961	0	4.176062	1.884077	0.4557801	0.5442199	76.57326
190	10.7591	-20.8302	31.5893	0.0296869	0.970313	4.839683	0.277964	0.262328	0.229892	0.102259	0.039947	0.0111761	0.00417266	0	4.006294	1.922574	0.9703131	0.02968693	83.6708
200	11.3963	-20.9785	32.3748	0.189106	0.810894	3.87449	0.280933	0.266518	0.231779	0.0988116	0.0391686	0.0110668	0.00412854	0	3.220787	1.995173	0.8108943	0.1891057	98.89473
210	10.8716	-22.1497	33.0213	0.219282	0.780718	5.060236	0.278854	0.266249	0.228456	0.0975497	0.0395162	0.011121	0.00412909	0	2.574344	1.914969	0.7807182	0.2192818	82.21847
220	11.0377	-21.8268	32.8645	0.169231	0.830769	3.34539	0.278377	0.271066	0.233355	0.100974	0.0397445	0.0110295	0.00403696	0	2.731109	1.916971	0.8307693	0.1692307	82.59833
230	9.46946	-21.4896	30.9591	0.384148	0.615852	2.435337	0.268782	0.266172	0.236205	0.0978783	0.0403974	0.0113223	0.00417802	0	4.63653	1.694936	0.615852	0.384148	49.5377
240	10.3603	-21.0708	31.4311	0.0706608	0.929339	3.569376	0.278034	0.266493	0.235323	0.0990554	0.039504	0.0114492	0.00410355	0	4.164548	1.801709	0.9293392	0.0706608	63.34458
250	9.2523	-22.3548	31.6071	0.191325	0.808675	3.354504	0.275938	0.271087	0.226877	0.100249	0.0400324	0.011594	0.00413784	0	3.988463	1.591904	0.8086754	0.1913246	39.07546
260	10.7847	-22.0283	32.813	0.980331	0.0196688	4.671837	0.282435	0.272843	0.227225	0.0987149	0.0394873	0.0115332	0.00419112	0	2.782639	1.906908	0.01966885	0.9803312	80.70649
270	10.7839	-21.0693	31.8532	0.0337061	0.966294	4.758624	0.278062	0.262881	0.228257	0.0990742	0.039323	0.0110455	0.00416562	0	3.74236	1.902035	0.9662939	0.0337061	79.80588
280	8.84007	-22.7247	31.5648	0.802253	0.197747	1.727937	0.273862	0.260191	0.230044	0.0987614	0.0405019	0.0112822	0.00411011	0	4.030806	1.608616	0.1977469	0.8022531	40.60841
290	10.6381	-20.3984	31.0365	0.644169	0.355831	3.891801	0.28045	0.265907	0.229601	0.0977338	0.0403549	0.0113762	0.00403549	0	4.559133	1.943592	0.3558314	0.6441686	87.81965
300	9.41387	-24.731	34.1449	0.517259	0.482741	3.460231	0.273089	0.270267	0.224926	0.098936	0.0405033	0.0111287	0.00400295	0	1.450751	1.79532	0.4827405	0.5172595	62.41953
310	9.124	-20.5395	29.6635	0.210234	0.789766	5.801159	0.269583	0.266854	0.230979	0.0980779	0.0403052	0.0112039	0.00403619	0	5.932157	1.949173	0.789766	0.210234	88.95552
320	8.62503	-20.6191	29.2442	0.869176	0.130824	5.419011	0.273795	0.272814	0.231341	0.100177	0.038496	0.0115108	0.00408486	0	6.351436	1.879656	0.1308242	0.8691758	75.79762
330	10.7737	-20.5865	31.3602	0.407779	0.592221	3.980438	0.280633	0.273005	0.23143	0.10235	0.0388429	0.0111926	0.00400454	0	4.235414	1.936821	0.5922208	0.4077792	86.46124
340	9.87148	-21.1965	31.068	0.447756	0.552244	2.42598	0.278864	0.271366	0.230332	0.0983765	0.0395336	0.0111395	0.00403943	0	4.527619	1.791558	0.5522441	0.4477559	61.88115
350	9.98805	-24.1834	34.1715	0.184359	0.815641	3.027351	0.280431	0.268683	0.229074	0.099366	0.0403038	0.0113192	0.00412337	0	1.424149	1.917871	0.8156408	0.1843592	82.76958
360	10.1812	-21.5153	31.6965	0.0860678	0.913932	2.422582	0.281472	0.261919	0.225748	0.099288	0.0388679	0.0111772	0.00400813	0	3.899081	1.790937	0.9139322	0.08606779	61.7927
370	10.66	-23.6115	34.2715	0.0291075	0.970893	4.199206	0.274593	0.26803	0.225926	0.0996903	0.0385268	0.0110713	0.00420195	0	1.3241	1.991826	0.9708925	0.02910746	98.1355
380	10.0168	-24.1856	34.2023	0.451397	0.548603	3.321972	0.269434	0.264999	0.232551	0.101532	0.0392656	0.0112731	0.00407698	0	1.393269	1.946077	0.5486031	0.4513969	88.32368
390	9.92658	-23.6046	33.5312	0.949425	0.050575	2.666535	0.278688	0.26182	0.231387	0.10112	0.03896	0.0114558	0.00399683	0	2.06444	1.847659	0.05057495	0.949425	70.414
400	10.9265	-22.5328	33.4593	0.0178724	0.982128	4.590133	0.276096	0.260321	0.229418	0.0991396	0.0385885	0.0115275	0.00407288	0	2.136266	1.888127	0.9821276	0.01787241	77.2906
410	8.59359	-23.8609	32.4545	0.13708	0.86292	6.964017	0.277533	0.261253	0.235986	0.0981319	0.0386386	0.0113699	0.00403534	0	3.141081	1.835185	0.8629204	0.1370796	68.42033
420	6.83522	-26.4691	33.3043	0.387963	0.612037	7.628081	0.276949	0.262888	0.232887	0.0988899	0.038726	0.0114324	0.00407025	0	2.291285	1.675317	0.6120367	0.3879633	47.34968
