Iteration	start_1	end_1	start_2	end_2	start_3	end_3	start_4	end_4	start_5	end_5	start_6	end_6	start_7	end_7	start_8	end_8	start_9	end_9	start_10	end_10	start_11	end_11	start_12	end_12	start_13	end_13	start_14	end_14	start_15	end_15
0	1	8	1	7	6	6	5	5	4	4	3	3	2	2	1	1	3	11	1	10	4	18	1	19	1	12	1	1	1	1
10	1	8	3	7	4	6	5	5	4	4	2	3	2	2	2	1	3	2	1	11	2	18	4	14	1	13	1	1	1	1
20	1	8	5	7	5	6	4	5	4	4	4	3	4	2	2	1	2	4	1	2	4	4	5	5	1	18	1	1	1	1
30	1	8	1	7	2	6	5	5	4	4	2	3	2	2	1	1	1	2	1	1	2	18	2	9	1	2	1	1	1	1
40	1	8	1	7	1	6	5	5	4	4	2	3	2	2	3	1	10	2	1	10	1	18	1	1	1	1	1	1	1	1
50	1	8	3	7	3	6	5	5	4	4	2	3	11	2	1	1	1	11	1	1	4	18	4	3	1	4	1	1	1	1
60	1	8	6	7	6	6	5	5	4	4	3	3	3	2	1	1	1	3	1	1	5	18	4	6	1	18	1	1	1	1
70	1	8	5	7	2	6	5	5	4	4	3	3	3	2	1	1	1	3	1	1	1	18	1	16	1	1	1	1	1	1
80	1	8	6	7	6	6	5	5	4	4	3	3	3	2	1	1	1	3	1	1	5	18	5	6	1	5	1	1	1	1
90	1	8	6	7	6	6	5	5	4	4	3	3	1	2	1	1	1	10	1	1	1	18	1	6	1	1	1	1	1	1
100	1	8	6	7	6	6	5	5	4	4	1	3	1	2	1	1	1	1	1	1	1	18	1	6	1	1	1	1	1	1
110	1	8	11	7	2	6	18	5	4	4	3	3	3	2	3	1	3	3	1	3	17	18	5	11	1	17	1	1	1	1
120	1	8	3	7	3	6	18	5	4	4	1	3	1	2	1	1	1	1	1	1	3	18	3	3	1	3	1	1	1	1
130	1	8	6	7	6	6	18	5	4	4	3	3	11	2	3	1	3	11	1	3	3	18	3	6	1	3	1	1	1	1
140	1	8	5	7	4	6	5	5	4	4	3	3	4	2	1	1	1	14	1	1	1	18	1	18	1	1	1	1	1	1
150	1	8	1	7	1	6	5	5	4	4	1	3	1	2	1	1	1	1	1	1	1	18	1	1	1	1	1	1	1	1
160	1	8	6	7	19	6	5	5	4	4	2	3	2	2	2	1	2	2	1	2	3	18	5	19	1	17	1	1	1	1
170	1	8	4	7	5	6	5	5	4	4	3	3	3	2	1	1	1	3	1	1	1	18	1	18	1	1	1	1	1	1
180	1	8	6	7	6	6	5	5	4	4	9	3	1	2	2	1	2	9	1	2	2	18	2	6	1	2	1	1	1	1
190	1	8	4	7	4	6	5	5	4	4	1	3	1	2	1	1	1	1	1	1	2	18	2	4	1	2	1	1	1	1
200	1	8	1	7	1	6	5	5	4	4	1	3	1	2	1	1	1	1	1	1	3	18	3	1	1	3	1	1	1	1
210	1	8	6	7	6	6	5	5	4	4	2	3	2	2	2	1	2	2	1	2	1	18	1	6	1	1	1	1	1	1
220	1	8	2	7	2	6	5	5	4	4	3	3	1	2	1	1	1	10	1	1	2	18	2	2	1	2	1	1	1	1
230	1	8	6	7	6	6	5	5	4	4	1	3	1	2	1	1	1	1	1	1	2	18	2	6	1	2	1	1	1	1
240	1	8	2	7	5	6	5	5	4	4	1	3	10	2	1	1	1	10	1	1	4	18	1	16	1	12	1	1	1	1
250	1	8	6	7	6	6	5	5	4	4	1	3	1	2	1	1	1	1	1	1	1	18	1	6	1	1	1	1	1	1
260	1	8	2	7	16	6	18	5	4	4	4	3	4	2	1	1	1	4	1	1	5	18	5	16	1	5	1	1	1	1
270	1	8	6	7	6	6	5	5	18	4	1	3	1	2	1	1	1	1	1	1	4	18	4	6	1	4	1	1	1	1
280	1	8	6	7	6	6	5	5	4	4	1	3	1	2	1	1	1	1	1	1	4	18	4	6	1	4	1	1	1	1
290	1	8	4	7	4	6	5	5	18	4	4	3	4	2	1	1	1	4	1	1	3	18	3	4	1	3	1	1	1	1
300	1	8	4	7	5	6	5	5	4	4	4	3	4	2	2	1	2	4	1	2	5	18	5	18	1	5	1	1	1	1
310	1	8	4	7	4	6	5	5	4	4	3	3	3	2	2	1	2	3	1	2	1	18	1	4	1	1	1	1	1	1
320	1	8	2	7	2	6	5	5	4	4	2	3	2	2	10	1	3	2	1	10	5	18	5	2	1	5	1	1	1	1
330	1	8	5	7	4	6	5	5	4	4	3	3	3	2	1	1	1	3	1	1	4	18	4	18	1	4	1	1	1	1
340	1	8	3	7	3	6	4	5	4	4	4	3	1	2	3	1	3	12	1	3	4	4	5	3	1	18	1	1	1	1
350	1	8	1	7	1	6	5	5	4	4	1	3	1	2	3	1	1	1	1	10	3	18	3	1	1	3	1	1	1	1
360	1	8	1	7	1	6	5	5	4	4	4	3	4	2	2	1	2	4	1	2	3	18	1	1	1	10	1	1	1	1
370	1	8	4	7	6	6	5	5	4	4	3	3	1	2	1	1	1	10	1	1	12	18	4	22	1	12	1	1	1	1
380	1	8	3	7	3	6	5	5	4	4	3	3	3	2	1	1	1	3	1	1	5	18	5	3	1	5	1	1	1	1
390	1	8	1	7	1	6	5	5	4	4	3	3	10	2	1	1	1	10	1	1	2	18	2	1	1	2	1	1	1	1
400	1	8	1	7	19	6	5	5	4	4	1	3	10	2	1	1	1	10	1	1	1	18	1	19	1	1	1	1	1	1
410	1	8	3	7	3	6	5	5	4	4	4	3	4	2	3	1	3	4	1	3	4	18	4	3	1	4	1	1	1	1
420	1	8	5	7	2	6	5	5	4	4	2	3	2	2	3	1	3	2	1	3	1	18	5	16	1	15	1	1	1	1
430	1	8	1	7	1	6	5	5	4	4	1	3	1	2	1	1	1	1	1	1	5	18	5	1	1	5	1	1	1	1
440	1	8	6	7	6	6	5	5	4	4	4	3	4	2	1	1	1	4	1	1	11	18	2	6	1	11	1	1	1	1
450	1	8	1	7	5	6	5	5	4	4	2	3	4	2	3	1	3	13	1	3	3	18	3	15	1	3	1	1	1	1
460	2	8	4	7	4	6	5	5	4	4	4	3	4	2	1	1	1	4	1	1	3	18	3	4	2	3	1	2	1	1
470	1	8	5	7	16	6	5	5	5	4	2	3	2	2	1	1	1	2	1	1	3	5	3	16	1	3	1	1	1	1
480	1	8	4	7	4	6	5	5	4	4	1	3	1	2	3	1	3	1	1	3	2	18	1	4	1	9	1	1	1	1
490	1	8	5	7	5	6	5	5	4	4	4	3	4	2	1	1	1	4	1	1	3	18	3	5	1	3	1	1	1	1
500	1	8	1	7	1	6	5	5	4	4	1	3	10	2	2	1	2	10	1	2	18	18	5	1	1	18	1	1	1	1
510	1	8	4	7	18	6	5	5	18	4	4	3	4	2	3	1	3	4	1	3	1	18	1	18	1	1	1	1	1	1
520	1	8	2	7	2	6	5	5	4	4	2	3	2	2	1	1	1	2	1	1	3	18	3	2	1	3	1	1	1	1
530	1	8	22	7	6	6	5	5	4	4	1	3	1	2	2	1	2	1	1	2	4	18	4	22	1	4	1	1	1	1
