Iteration	Posterior	Likelihood	Prior	clado_type_probs[1]	clado_type_probs[2]	distance_scale	epoch_times[1]	epoch_times[2]	epoch_times[3]	epoch_times[4]	epoch_times[5]	epoch_times[6]	epoch_times[7]	epoch_times[8]	extirpation_rate	log10_rate_bg	p_allopatry	p_sympatry	rate_bg
0	-54.9157	-83.4882	28.5725	0.602428	0.397572	0.01	0.372374	0.351875	0.32998	0.265192	0.146963	0.0852755	0.0239995	0	0.08471288	-2	0.3975718	0.6024282	0.01
10	1.82815	-22.6281	24.4563	0.033696	0.966304	0.02436898	0.369817	0.347481	0.325175	0.266652	0.146623	0.0832874	0.0232288	0	4.200909	1.358545	0.966304	0.03369602	22.83206
20	1.95251	-22.9145	24.867	0.972834	0.0271661	0.03718687	0.371188	0.348642	0.336767	0.264958	0.144714	0.0839018	0.022908	0	3.790209	1.569013	0.02716608	0.9728339	37.0692
30	2.18094	-21.4643	23.6453	0.185012	0.814988	0.4899392	0.382378	0.338419	0.326662	0.256897	0.142497	0.0841105	0.0231699	0	5.011925	1.882938	0.8149876	0.1850124	76.37265
40	5.28575	-20.2958	25.5815	0.020558	0.979442	5.88278	0.383473	0.342907	0.331824	0.258622	0.145301	0.0835618	0.0232441	0	3.07566	1.537548	0.979442	0.02055799	34.47849
50	5.64447	-20.6046	26.2491	0.708842	0.291158	6.887008	0.369707	0.338353	0.334987	0.262665	0.145006	0.0838108	0.0235095	0	2.4081	1.64766	0.2911576	0.7088424	44.42829
60	5.67818	-21.1033	26.7815	0.33496	0.66504	10.55134	0.367464	0.335907	0.324124	0.26197	0.144071	0.0833603	0.0234861	0	1.875728	1.983337	0.6650398	0.3349602	96.23586
70	3.39684	-20.9204	24.3172	0.138366	0.861634	11.6523	0.37452	0.342891	0.335455	0.260016	0.144442	0.083448	0.023107	0	4.339981	1.940991	0.8616336	0.1383664	87.2953
80	5.43001	-21.1172	26.5472	0.393187	0.606813	5.019294	0.384291	0.343786	0.334024	0.257017	0.144809	0.0839625	0.0230224	0	2.109977	1.656162	0.6068127	0.3931873	45.30669
90	5.62863	-20.3	25.9287	0.712365	0.287635	8.857759	0.384779	0.348517	0.336327	0.256302	0.144052	0.0831185	0.02294	0	2.728529	1.808021	0.2876348	0.7123652	64.27183
100	6.18302	-20.9181	27.1012	0.5071	0.4929	7.385518	0.378269	0.351494	0.328011	0.260823	0.139713	0.0826628	0.0239313	0	1.556039	1.923184	0.4929004	0.5070996	83.78848
110	5.2179	-21.505	26.7229	0.150938	0.849062	4.170381	0.368431	0.348499	0.330913	0.261166	0.141348	0.083708	0.0240418	0	1.934291	1.834739	0.8490617	0.1509383	68.35002
120	6.04932	-20.3602	26.4096	0.161184	0.838816	5.553475	0.371604	0.345233	0.326744	0.259764	0.141335	0.0844883	0.0238819	0	2.247645	1.988189	0.8388164	0.1611836	97.31714
130	3.59045	-18.8663	22.4567	0.298715	0.701285	8.130972	0.379005	0.348246	0.335457	0.258985	0.144586	0.0859972	0.0236191	0	6.200462	1.904287	0.7012845	0.2987155	80.22073
140	4.75668	-18.8404	23.5971	0.788699	0.211301	7.069561	0.371163	0.348149	0.33203	0.259166	0.143812	0.0833052	0.023082	0	5.060094	1.993323	0.2113009	0.7886991	98.47436
150	5.29926	-21.3846	26.6839	0.429408	0.570592	10.59026	0.372835	0.345115	0.334076	0.267068	0.145694	0.0851912	0.023083	0	1.973331	1.881039	0.5705916	0.4294084	76.03942
160	4.6937	-21.9257	26.6194	0.6309	0.3691	8.61818	0.373451	0.352046	0.32767	0.26359	0.144995	0.086763	0.0232654	0	2.037784	1.551511	0.3690996	0.6309004	35.60502
170	1.95441	-21.615	23.5694	0.874474	0.125526	0.4422829	0.371862	0.340951	0.324255	0.26595	0.140003	0.086325	0.0235743	0	5.087758	1.315145	0.1255263	0.8744737	20.66071
180	2.66804	-19.2613	21.9293	0.525245	0.474755	2.822842	0.369292	0.340327	0.323242	0.264387	0.142002	0.085874	0.0240217	0	6.72787	1.565931	0.4747546	0.5252454	36.80704
190	5.5368	-21.9212	27.458	0.212061	0.787939	9.140286	0.383628	0.341912	0.32738	0.264085	0.140921	0.0852862	0.0240133	0	1.19925	1.858823	0.787939	0.212061	72.24759
200	5.29039	-19.7149	25.0053	0.164976	0.835024	6.035357	0.371607	0.3436	0.329188	0.257104	0.142242	0.0849167	0.0239969	0	3.651942	1.618131	0.8350245	0.1649755	41.50793
