Iteration	start_1	end_1	start_2	end_2	start_3	end_3	start_4	end_4	start_5	end_5	start_6	end_6	start_7	end_7	start_8	end_8	start_9	end_9	start_10	end_10	start_11	end_11	start_12	end_12	start_13	end_13	start_14	end_14	start_15	end_15
0	1	8	5	7	6	6	5	5	1	4	3	3	2	2	1	1	2	11	1	9	5	23	5	5	1	15	1	1	1	1
10	2	8	3	7	6	6	5	5	1	4	2	3	4	2	1	1	2	13	1	9	5	23	5	17	2	16	1	9	1	1
20	1	8	1	7	6	6	5	5	2	4	3	3	3	2	1	1	3	3	1	10	3	23	1	10	1	1	1	9	1	1
30	2	8	2	7	20	6	2	5	2	4	2	3	2	2	2	1	2	2	1	2	2	20	2	2	2	2	1	2	1	1
40	2	8	5	7	5	6	5	5	1	4	3	3	2	2	2	1	2	11	1	2	15	5	2	15	1	2	1	1	1	1
50	2	8	2	7	9	6	1	5	2	4	1	3	1	2	2	1	2	1	1	2	2	9	16	2	2	16	1	2	1	1
60	4	8	4	7	4	6	7	5	2	4	2	3	2	2	2	1	2	2	1	2	22	27	4	22	2	4	1	2	1	1
70	1	8	4	7	6	6	6	5	1	4	2	3	2	2	1	1	1	2	1	1	4	6	1	4	1	1	1	1	1	1
80	1	8	5	7	7	6	6	5	1	4	4	3	4	2	2	1	1	4	1	9	5	29	1	5	2	1	1	9	1	1
90	2	8	4	7	3	6	3	5	1	4	2	3	2	2	2	1	2	2	1	2	4	3	2	4	1	2	1	1	1	1
100	1	8	1	7	1	6	1	5	9	4	2	3	2	2	2	1	2	2	1	2	1	1	1	1	2	1	1	9	1	1
110	4	8	6	7	6	6	6	5	2	4	2	3	2	2	2	1	2	2	1	2	6	6	4	6	2	4	1	2	1	1
120	1	8	5	7	5	6	5	5	1	4	2	3	2	2	1	1	1	2	1	1	5	5	1	5	1	1	1	1	1	1
130	4	8	6	7	22	6	6	5	1	4	2	3	1	2	1	1	1	9	1	1	6	22	4	6	1	4	1	1	1	1
140	5	8	5	7	5	6	5	5	1	4	2	3	2	2	2	1	2	2	1	2	5	5	5	5	1	5	1	1	1	1
150	4	8	3	7	3	6	2	5	1	4	3	3	3	2	1	1	1	3	1	1	3	11	4	3	1	4	1	1	1	1
160	1	8	5	7	2	6	16	5	1	4	3	3	2	2	2	1	2	11	1	2	5	16	1	5	1	1	1	1	1	1
170	5	8	1	7	4	6	4	5	1	4	1	3	1	2	9	1	1	1	1	9	1	4	1	1	1	15	1	1	1	1
