Iteration	start_1	end_1	start_2	end_2	start_3	end_3	start_4	end_4	start_5	end_5	start_6	end_6	start_7	end_7	start_8	end_8	start_9	end_9	start_10	end_10	start_11	end_11	start_12	end_12	start_13	end_13	start_14	end_14	start_15	end_15
0	1	8	1	7	1	6	1	5	4	4	3	3	2	2	1	1	3	11	1	10	1	12	1	1	1	1	1	1	1	1
10	18	8	4	7	2	6	3	5	1	4	4	3	5	2	15	1	5	18	1	15	2	1	2	11	1	2	1	18	1	1
20	5	8	17	7	2	6	1	5	4	4	2	3	4	2	16	1	2	13	4	16	1	4	2	1	1	2	1	17	1	1
30	1	8	1	7	1	6	1	5	4	4	2	3	2	2	2	1	2	2	4	2	1	4	1	1	1	1	1	1	1	1
40	3	8	3	7	1	6	1	5	1	4	3	3	4	2	1	1	3	14	1	10	1	1	1	1	1	1	1	3	1	1
50	3	8	3	7	1	6	2	5	10	4	3	3	11	2	1	1	1	11	3	1	2	10	1	2	1	1	1	3	1	1
60	3	8	3	7	1	6	1	5	2	4	3	3	3	2	9	1	2	3	2	9	1	2	1	1	1	1	1	3	1	1
70	12	8	1	7	2	6	1	5	3	4	10	3	1	2	1	1	1	10	4	1	2	14	2	9	1	2	1	12	1	1
80	1	8	1	7	1	6	3	5	4	4	2	3	2	2	3	1	3	2	4	3	3	4	1	3	1	1	1	1	1	1
90	2	8	2	7	1	6	2	5	2	4	2	3	2	2	3	1	2	2	2	11	2	2	9	2	1	9	1	2	1	1
100	1	8	1	7	2	6	2	5	2	4	4	3	4	2	5	1	3	4	2	17	2	2	2	2	1	2	1	1	1	1
110	1	8	10	7	1	6	1	5	1	4	2	3	2	2	5	1	1	2	10	15	9	10	2	9	1	9	1	10	1	1
120	5	8	1	7	1	6	2	5	4	4	2	3	2	2	14	1	4	2	12	14	9	12	1	9	1	1	1	15	1	1
130	1	8	1	7	1	6	3	5	14	4	1	3	1	2	1	1	1	1	4	1	3	14	1	3	1	1	1	1	1	1
140	4	8	4	7	2	6	3	5	2	4	3	3	3	2	1	1	12	3	1	12	3	9	2	3	1	2	1	4	1	1
150	5	8	5	7	1	6	3	5	1	4	2	3	3	2	2	1	2	11	1	2	3	1	1	3	1	1	1	5	1	1
160	17	8	3	7	2	6	1	5	1	4	5	3	4	2	3	1	3	18	1	3	1	1	2	1	1	2	1	17	1	1
170	3	8	3	7	1	6	3	5	3	4	2	3	2	2	1	1	2	2	3	9	3	3	1	3	1	1	1	3	1	1
180	2	8	2	7	1	6	2	5	1	4	3	3	1	2	1	1	1	10	4	1	9	12	1	9	1	1	1	2	1	1
190	3	8	3	7	2	6	2	5	4	4	4	3	4	2	3	1	3	4	4	3	2	4	2	2	1	2	1	3	1	1
200	4	8	4	7	2	6	2	5	3	4	3	3	1	2	5	1	2	10	4	16	3	14	2	11	1	2	1	4	1	1
210	1	8	1	7	1	6	2	5	4	4	12	3	4	2	1	1	1	12	4	1	2	4	1	2	1	1	1	1	1	1
220	5	8	5	7	1	6	3	5	1	4	21	3	6	2	3	1	3	21	10	3	3	10	1	3	1	1	1	5	1	1
230	2	8	2	7	2	6	1	5	4	4	1	3	1	2	1	1	1	1	4	1	1	4	2	1	1	2	1	2	1	1
240	12	8	4	7	2	6	10	5	3	4	1	3	5	2	1	1	1	15	3	1	1	3	2	10	1	2	1	12	1	1
250	2	8	13	7	1	6	10	5	1	4	16	3	5	2	3	1	3	16	1	3	1	1	1	10	1	1	1	13	1	1
260	5	8	5	7	1	6	11	5	1	4	5	3	18	2	3	1	3	18	1	3	3	1	1	11	1	1	1	5	1	1
270	4	8	4	7	2	6	1	5	1	4	2	3	2	2	1	1	2	2	1	9	1	1	9	1	1	9	1	4	1	1
280	2	8	2	7	9	6	3	5	4	4	2	3	2	2	1	1	1	2	4	1	3	4	1	3	1	9	1	2	1	1
290	3	8	4	7	1	6	1	5	1	4	4	3	4	2	3	1	3	4	1	3	1	1	1	1	1	1	1	14	1	1
300	1	8	1	7	2	6	1	5	4	4	2	3	2	2	3	1	3	2	4	3	1	4	2	1	1	2	1	1	1	1
310	3	8	2	7	2	6	3	5	3	4	6	3	6	2	3	1	3	6	3	3	3	3	2	3	1	2	1	11	1	1
320	2	8	4	7	1	6	1	5	2	4	3	3	2	2	2	1	2	11	9	2	2	9	1	9	1	1	1	13	1	1
330	3	8	3	7	1	6	2	5	3	4	1	3	1	2	1	1	1	1	3	1	2	3	1	2	1	1	1	3	1	1
340	5	8	5	7	2	6	3	5	2	4	3	3	11	2	2	1	9	11	2	9	3	2	2	3	1	2	1	5	1	1
350	3	8	3	7	1	6	2	5	9	4	22	3	6	2	5	1	4	22	1	18	1	9	1	9	1	1	1	3	1	1
360	3	8	3	7	2	6	3	5	4	4	3	3	3	2	1	1	3	3	2	10	3	13	2	3	1	2	1	3	1	1
370	5	8	5	7	2	6	2	5	14	4	1	3	12	2	4	1	13	12	3	13	2	14	2	2	1	2	1	5	1	1
380	2	8	2	7	1	6	1	5	2	4	3	3	3	2	3	1	3	3	2	3	1	2	1	1	1	1	1	2	1	1
390	5	8	5	7	1	6	2	5	4	4	2	3	2	2	5	1	5	2	2	5	2	13	1	2	1	1	1	5	1	1
400	1	8	1	7	2	6	3	5	3	4	3	3	11	2	3	1	3	11	3	3	3	3	2	3	1	2	1	1	1	1
410	2	8	13	7	2	6	2	5	1	4	3	3	3	2	4	1	13	3	1	13	2	1	2	2	1	2	1	13	1	1
420	2	8	2	7	2	6	9	5	2	4	10	3	1	2	1	1	1	10	2	1	2	2	2	9	1	2	1	2	1	1
430	2	8	2	7	1	6	2	5	4	4	3	3	3	2	1	1	1	3	4	1	2	4	1	2	1	1	1	2	1	1
440	3	8	3	7	2	6	3	5	1	4	3	3	1	2	1	1	3	10	1	10	2	1	2	11	1	2	1	3	1	1
450	1	8	4	7	1	6	1	5	1	4	2	3	2	2	2	1	2	2	1	2	1	1	2	1	1	9	1	12	1	1
460	2	8	2	7	1	6	10	5	4	4	4	3	4	2	3	1	3	4	12	3	1	12	1	10	1	1	1	2	1	1
470	3	8	4	7	1	6	1	5	1	4	2	3	2	2	4	1	4	2	1	4	1	1	1	1	1	1	1	14	1	1
480	3	8	2	7	1	6	3	5	1	4	4	3	12	2	4	1	4	12	12	4	3	12	1	3	1	1	1	11	1	1
490	2	8	2	7	2	6	1	5	3	4	4	3	4	2	4	1	12	4	1	12	1	10	2	1	1	2	1	2	1	1
500	4	8	4	7	2	6	3	5	3	4	3	3	2	2	4	1	2	11	3	13	3	3	2	3	1	2	1	4	1	1
510	3	8	3	7	1	6	2	5	2	4	12	3	1	2	2	1	3	12	13	11	1	13	1	9	1	1	1	3	1	1
520	1	8	1	7	2	6	2	5	3	4	15	3	5	2	4	1	4	15	3	4	2	3	2	2	1	2	1	1	1	1
530	3	8	3	7	2	6	3	5	4	4	1	3	1	2	3	1	3	1	4	3	3	4	2	3	1	2	1	3	1	1
540	10	8	1	7	2	6	1	5	4	4	2	3	2	2	4	1	4	2	4	4	1	4	2	1	1	2	1	10	1	1
